postal_Code_start,postal_code_end,time,memory_used(MB)
6229EA,6228EK,331,169
6229EA,6217LN,533,18
6229EA,6221CD,675,89
6229EA,6213HH,887,44
6229EA,6218GN,450,39
6229EA,6221EE,606,45
6229EA,6226WL,690,180
6229EA,6227AK,543,25
6229EA,6222TE,698,48
6229EA,6224LR,402,38
6229EA,6215XC,653,23
6229EA,6212GC,587,24
6229EA,6225AE,618,182
6229EA,6229BN,345,38
6229EA,6213HR,1191,34
6229EA,6225AR,725,24
6229EA,6222CT,494,20
6229EA,6224JG,434,38
6229EA,6219NN,578,130
6229EA,6221GH,338,38
6229EA,6223GC,428,39
6229EA,6216NW,451,38
6229EA,6213JL,1095,37
6229EA,6227GT,429,38
6229EA,6214TZ,471,38
6229EA,6211BS,597,22
6229EA,6226CV,471,25
6229EA,6227HM,563,39
6229EA,6227GB,485,38
6229EA,6224CG,656,20
6229EA,6215XX,746,24
6229EA,6216RN,676,22
6229EA,6228EX,401,22
6229EA,6214VK,410,38
6229EA,6221EP,499,45
6229EA,6216VR,424,38
6229EA,6225BB,585,39
6229EA,6222SG,965,181
6229EA,6218VR,444,39
6229EA,6225EM,647,27
6229EA,6224BZ,737,18
6229EA,6212EB,1222,37
6229EA,6217HB,512,25
6229EA,6226AE,473,38
6229EA,6225JW,614,25
6229EA,6229VV,411,38
6229EA,6223CS,431,38
6229EA,6217HE,467,38
6229EA,6218RC,428,39
6217LH,6217KS,637,22
6217LH,6216TS,404,32
6217LH,6223BD,424,38
6217LH,6226GM,498,18
6217LH,6227SW,526,18
6217LH,6225GN,566,93
6217LH,6211TC,508,39
6217LH,6216ER,659,92
6217LH,6219AW,985,56
6217LH,6217CA,377,17
6217LH,6225GW,906,185
6217LH,6215XT,797,26
6217LH,6214SL,587,182
6217LH,6212XC,522,37
6217LH,6227EN,493,39
6217LH,6218XC,344,38
6217LH,6211GD,444,25
6217LH,6213GB,610,19
6217LH,6227BN,479,38
6217LH,6222BC,977,128
6217LH,6214XL,803,27
6217LH,6224AX,894,173
6217LH,6213JN,1355,170
6217LH,6216PT,638,25
6217LH,6211KX,374,38
6217LH,6211MA,874,58
6217LH,6224XW,853,130
6217LH,6216SE,498,38
6217LH,6213BG,610,16
6217LH,6226AK,432,38
6217LH,6222AT,1017,46
6217LH,6215TB,756,42
6217LH,6213HK,1335,38
6217LH,6224LE,586,36
6217LH,6218HE,355,37
6217LH,6215RL,984,70
6217LH,6227HB,436,38
6217LH,6214SC,546,39
6217LH,6224HX,479,31
6217LH,6221BZ,678,24
6217LH,6228EL,470,39
6217LH,6222SR,1317,50
6217LH,6218VC,331,38
6217LH,6212XS,885,163
6217LH,6227VR,1051,37
6217LH,6221BP,814,24
6217LH,6217AT,354,38
6217LH,6224GC,459,38
6217LH,6225EH,920,42
6217LH,6224AP,819,37
6217LH,6216PE,689,30
6217LH,6217CR,424,18
6217LH,6211SK,673,17
6217LH,6216SN,658,40
6217LH,6217BS,346,37
6217LH,6222AE,994,134
6217LH,6229HK,572,35
6217LH,6212AN,1952,34
6217LH,6228HH,475,32
6217LH,6223AJ,586,26
6217LH,6213GW,1431,38
6217LH,6217NB,364,38
6217LH,6229TH,657,32
6217LH,6227ED,635,40
6217LH,6211GC,587,173
6217LH,6221TM,528,34
6217LH,6216PN,748,27
6217LH,6222ST,1314,178
6217LH,6217KH,547,20
6217LH,6229WK,565,38
6217LH,6227VD,937,135
6217LH,6217LW,393,37
6217LH,6222BA,948,30
6217LH,6225HC,899,25
6217LH,6227DB,644,40
6217LH,6215PX,773,34
6217LH,6221BR,802,187
6217LH,6222CN,543,22
6217LH,6221VZ,839,57
6217LH,6217AH,304,37
6217LH,6213GA,656,32
6217LH,6227HE,657,20
6217LH,6227EC,432,34
6217LH,6211JJ,949,105
6217LH,6214XA,775,28
6217LH,6228GW,541,24
6217LH,6226WT,592,25
6217LH,6214AA,559,19
6217LH,6228GA,551,24
6217LH,6211KH,844,19
6217LH,6224VB,568,22
6217LH,6211LR,609,40
6217LH,6226AB,442,38
6217LH,6218DA,347,38
6217LH,6217LR,417,37
6217LH,6226CJ,615,24
6217LH,6215TJ,781,36
6217LH,6216NS,641,32
6217LH,6217AK,365,37
6217LH,6225DK,1068,30
6217LH,6212BW,1796,143
6217LH,6222WD,1097,34
6217LH,6217HV,311,37
6217LH,6226WP,1152,23
6217LH,6212BD,2384,183
6217LH,6228AK,628,106
6217LH,6225HD,575,35
6217LH,6215XM,1284,69
6217LH,6224DC,439,38
6217LH,6216TR,438,38
6217LH,6227RM,549,34
6217LH,6222WK,1149,132
6217LH,6228DK,516,39
6217LH,6212GS,804,27
6217LH,6211MZ,426,38
6217LH,6228CW,649,14
6217LH,6229TG,630,40
6217LH,6215VG,723,24
6217LH,6213AA,600,24
6217LH,6215RS,769,29
6217LH,6227TG,469,36
6217LH,6229VT,513,34
6217LH,6215RA,795,29
6217LH,6214VT,660,39
6217LH,6211JH,820,99
6217LH,6225EJ,883,177
6217LH,6224LG,374,38
6217LH,6224BA,765,25
6217LH,6211MV,455,24
6217LH,6221CM,610,39
6217LH,6222CB,535,129
6217LH,6222BT,465,86
6217LH,6211BG,605,22
6217LH,6229GD,569,131
6217LH,6218SW,341,38
6217LH,6216SM,703,40
6217LH,6221VM,516,34
6217LH,6211EA,427,38
6217LH,6225EA,684,25
6217LH,6227RS,566,27
6217LH,6212GD,1881,185
6217LH,6216ST,663,40
6217LH,6223AG,405,37
6217LH,6212EH,1535,37
6217LH,6218GD,379,38
6217LH,6218VN,361,38
6217LH,6211PA,550,39
6217LH,6226CB,420,38
6217LH,6222CH,557,24
6217LH,6211LM,637,40
6217LH,6224VX,581,24
6217LH,6211NA,589,32
6217LH,6227BT,512,38
6217LH,6221VB,529,35
6217LH,6227TS,560,18
6217LH,6228LE,454,34
6217LH,6217XN,421,37
6217LH,6226WB,586,21
6217LH,6219AK,1002,64
6217LH,6224AN,573,84
6217LH,6218HK,575,131
6217LH,6218GJ,362,38
6217LH,6211NM,555,39
6217LH,6223AD,556,26
6217LH,6226BA,722,23
6217LH,6226DL,520,173
6217LH,6211JK,453,38
6217LH,6215TH,629,40
6217LH,6229AZ,447,38
6217LH,6215JS,481,20
6217LH,6219BP,1003,143
6217LH,6215GH,576,40
6217LH,6226GP,451,37
6217LH,6226CW,623,32
6217LH,6225CH,1278,321
6217LH,6217PA,521,15
6217LH,6229VZ,483,34
6217LH,6218GC,399,38
6217LH,6218CW,348,37
6217LH,6215PS,744,42
6217LH,6218AR,346,37
6217LH,6219BB,974,108
6217LH,6225XZ,462,44
6217LH,6218XD,335,37
6217LH,6216VC,427,38
6217LH,6224LP,409,38
6217LH,6223BH,371,38
6217LH,6227HA,498,36
6217LH,6222EC,513,25
6217LH,6224EE,870,16
6217LH,6228BN,523,24
6217LH,6229AX,435,32
6217LH,6224XJ,1013,128
6217LH,6211NS,453,38
6217LH,6218VA,345,38
6217LH,6226DS,410,38
6217LH,6223CK,804,27
6217LH,6216PX,830,150
